interaction_id,user_id,session_id,request_ts,intent,tool_used,model_name,input_tokens,output_tokens,latency_ms,response_status,resolved_by_agent,escalated_to_human,satisfaction_score
I00006218,U004743,S003932_09,2026-03-14 22:24:00,Quiz Generation,quiz_generator,navi-mini,351,349,3206,success,1,0,4.0
I00003638,U004217,S002237_05,2026-03-14 22:44:00,General Q&A,web_search,navi-mini,557,536,4315,success,1,0,
I00007126,U000796,S004576_01,2026-03-14 23:00:00,Quiz Generation,none,navi-pro,268,307,2708,success,0,0,
I00006372,U001397,S004027_04,2026-03-15 07:13:00,Homework Help,calculator,navi-mini,303,323,3326,success,0,1,2.0
I00004697,U003568,S002945_05,2026-03-15 07:23:00,Homework Help,calculator,navi-mini,194,124,1710,success,0,0,3.0
I00004521,U004242,S002818_12,2026-03-15 07:32:00,Quiz Generation,quiz_generator,navi-mini,287,273,2390,success,1,0,
I00006786,U001033,S004348_05,2026-03-15 07:46:00,Quiz Generation,quiz_generator,navi-mini,371,454,3115,success,1,0,
I00000295,U004727,S000177_06,2026-03-15 08:20:00,Homework Help,calculator,navi-mini,634,262,3035,success,1,0,
I00006889,U004653,S004417_01,2026-03-15 08:29:00,General Q&A,none,navi-mini,259,913,3178,timeout,0,1,
I00006951,U001724,S004458_02,2026-03-15 08:41:00,Summarization,document_reader,navi-pro,404,291,3628,timeout,0,1,
I00005340,U001511,S003374_07,2026-03-15 08:48:00,Study Plan,calendar_planner,navi-mini,221,617,3242,success,1,0,5.0
I00005208,U001299,S003279_09,2026-03-15 08:51:00,Summarization,document_reader,navi-pro,365,300,2897,success,0,0,
I00006795,U001888,S004351_04,2026-03-15 09:05:00,Summarization,document_reader,navi-mini,352,452,3200,success,0,1,5.0
I00007286,U002768,S004656_01,2026-03-15 09:09:00,Homework Help,calculator,navi-pro,304,1047,7033,success,1,0,
I00003717,U002391,S002293_07,2026-03-15 09:11:00,Quiz Generation,none,navi-pro,179,235,2018,success,1,0,
I00006032,U004025,S003811_04,2026-03-15 09:22:00,Flashcards,flashcard_maker,navi-pro,279,454,4632,success,1,0,
I00007032,U000854,S004503_01,2026-03-15 09:22:00,Summarization,none,navi-pro,262,895,4190,success,1,0,3.0
I00007378,U002872,S004712_01,2026-03-15 09:24:00,General Q&A,web_search,navi-mini,409,359,2249,success,1,0,
I00007252,U004278,S004626_01,2026-03-15 09:45:00,Flashcards,flashcard_maker,navi-mini,247,294,1839,success,0,0,
I00004917,U001088,S003102_06,2026-03-15 09:59:00,General Q&A,web_search,navi-mini,221,251,2151,success,1,0,4.0
I00006167,U000052,S003912_04,2026-03-15 10:05:00,Flashcards,none,navi-mini,511,196,1671,success,0,0,4.0
I00003177,U001279,S001930_10,2026-03-15 10:08:00,Study Plan,calendar_planner,navi-mini,366,361,3439,success,1,0,4.0
I00007184,U000539,S004600_03,2026-03-15 10:16:00,Summarization,none,navi-mini,270,709,2786,success,0,0,5.0
I00005066,U000129,S003198_11,2026-03-15 10:21:00,Quiz Generation,none,navi-mini,212,337,1836,success,1,0,
I00006206,U000075,S003930_06,2026-03-15 10:26:00,Summarization,document_reader,navi-pro,293,230,2655,timeout,0,1,
I00005592,U001256,S003523_04,2026-03-15 10:28:00,Study Plan,none,navi-mini,215,527,2507,success,1,0,5.0
I00006863,U004447,S004402_01,2026-03-15 10:36:00,General Q&A,none,navi-pro,139,266,1419,success,1,0,4.0
I00007389,U002059,S004719_01,2026-03-15 10:42:00,Homework Help,none,navi-mini,131,1006,3126,success,1,0,4.0
I00004407,U003453,S002756_10,2026-03-15 10:45:00,Homework Help,none,navi-mini,251,452,1700,success,1,0,5.0
I00003811,U003234,S002342_09,2026-03-15 10:46:00,Flashcards,none,navi-mini,259,605,2064,success,0,1,3.0
I00007171,U002601,S004595_01,2026-03-15 10:48:00,Flashcards,flashcard_maker,navi-mini,369,706,4681,success,1,0,
I00006854,U001469,S004401_04,2026-03-15 10:56:00,Study Plan,calendar_planner,navi-pro,214,584,3989,success,0,0,
I00005453,U004698,S003442_02,2026-03-15 10:59:00,Flashcards,none,navi-mini,421,734,2803,success,0,0,
I00004889,U000741,S003077_11,2026-03-15 11:23:00,Homework Help,calculator,navi-mini,256,463,2827,success,1,0,
I00007301,U003467,S004661_01,2026-03-15 11:34:00,Quiz Generation,none,navi-mini,383,393,2341,success,0,0,
I00005777,U002175,S003642_06,2026-03-15 11:43:00,Study Plan,calendar_planner,navi-mini,207,514,3446,success,1,0,
I00005477,U004662,S003455_04,2026-03-15 11:58:00,Quiz Generation,quiz_generator,navi-mini,220,303,2295,success,0,0,
I00007340,U002064,S004682_01,2026-03-15 12:33:00,Flashcards,flashcard_maker,navi-pro,150,467,4271,success,1,0,3.0
I00007183,U000539,S004600_02,2026-03-15 12:42:00,Homework Help,calculator,navi-mini,136,1975,8331,success,1,0,
I00005132,U000414,S003239_06,2026-03-15 12:48:00,Homework Help,calculator,navi-pro,176,1011,5744,success,1,0,
I00006494,U004738,S004111_05,2026-03-15 12:48:00,Quiz Generation,quiz_generator,navi-pro,351,282,3636,success,1,0,
I00006930,U000886,S004438_01,2026-03-15 12:51:00,Summarization,document_reader,navi-pro,573,869,9332,success,1,0,4.0
I00005332,U001143,S003358_11,2026-03-15 12:55:00,Homework Help,none,navi-mini,219,259,1422,success,0,1,
I00006845,U003601,S004394_01,2026-03-15 13:31:00,Homework Help,none,navi-mini,446,313,2021,success,1,0,
I00004343,U003886,S002722_06,2026-03-15 13:43:00,Quiz Generation,quiz_generator,navi-pro,1029,1085,8169,success,0,0,
I00002772,U000504,S001680_11,2026-03-15 13:47:00,Homework Help,calculator,navi-pro,425,228,3573,success,1,0,3.0
I00007148,U003318,S004584_01,2026-03-15 14:04:00,Study Plan,calendar_planner,navi-mini,424,1244,7072,success,1,0,
I00005624,U004930,S003546_09,2026-03-15 14:25:00,Homework Help,calculator,navi-mini,163,196,1548,success,1,0,
I00004982,U002015,S003155_07,2026-03-15 14:53:00,General Q&A,web_search,navi-mini,449,637,4221,success,1,0,
I00007149,U003318,S004584_02,2026-03-15 15:10:00,Homework Help,none,navi-pro,453,279,2162,success,1,0,4.0
I00002390,U002446,S001421_08,2026-03-15 15:13:00,Summarization,none,navi-pro,158,685,3048,success,1,0,
I00007039,U001072,S004509_02,2026-03-15 15:13:00,General Q&A,web_search,navi-mini,370,418,2547,success,1,0,
I00003956,U004051,S002446_13,2026-03-15 15:23:00,Study Plan,none,navi-pro,264,1237,6741,success,1,0,
I00005682,U001044,S003583_07,2026-03-15 15:36:00,Quiz Generation,quiz_generator,navi-pro,517,679,5069,success,1,0,4.0
I00006782,U001644,S004346_03,2026-03-15 15:41:00,Summarization,document_reader,navi-mini,471,758,5127,success,1,0,
I00005139,U004543,S003245_07,2026-03-15 15:58:00,Homework Help,calculator,navi-pro,191,610,4421,success,0,0,
I00006742,U004225,S004311_04,2026-03-15 15:59:00,Summarization,none,navi-mini,657,612,2790,success,1,0,
I00007092,U004855,S004553_02,2026-03-15 16:03:00,Summarization,document_reader,navi-mini,679,239,3447,success,0,0,5.0
I00007208,U000386,S004607_03,2026-03-15 16:44:00,Summarization,none,navi-mini,295,818,2916,success,0,0,4.0
I00006333,U001381,S004005_06,2026-03-15 16:46:00,Summarization,none,navi-mini,676,492,2374,success,1,0,5.0
I00006325,U004096,S004003_09,2026-03-15 17:19:00,General Q&A,web_search,navi-mini,176,233,1530,success,1,0,
I00005591,U001256,S003523_03,2026-03-15 17:25:00,Flashcards,flashcard_maker,navi-mini,466,385,3649,success,1,0,
I00007330,U001155,S004680_01,2026-03-15 17:25:00,Summarization,document_reader,navi-pro,231,1037,6030,success,1,0,4.0
I00006468,U002533,S004096_04,2026-03-15 17:31:00,Homework Help,none,navi-mini,216,459,2430,success,1,0,
I00006612,U003343,S004204_05,2026-03-15 17:31:00,Summarization,none,navi-mini,332,1668,5222,error,0,1,
I00007107,U002938,S004563_01,2026-03-15 17:31:00,Summarization,document_reader,navi-mini,180,1198,5727,success,0,0,3.0
I00006607,U003214,S004201_02,2026-03-15 17:37:00,Homework Help,calculator,navi-mini,120,417,3273,success,1,0,5.0
I00005646,U003048,S003569_06,2026-03-15 17:43:00,Flashcards,flashcard_maker,navi-mini,261,1092,4516,success,1,0,3.0
I00006611,U003343,S004204_04,2026-03-15 17:43:00,General Q&A,web_search,navi-mini,166,714,4033,timeout,0,1,
I00006560,U000580,S004166_04,2026-03-15 17:51:00,Study Plan,calendar_planner,navi-mini,291,483,3193,success,1,0,
I00007089,U001627,S004549_02,2026-03-15 17:51:00,Summarization,none,navi-mini,302,735,3524,success,0,0,
I00006509,U000343,S004120_05,2026-03-15 17:56:00,Flashcards,flashcard_maker,navi-pro,487,272,3902,success,1,0,
I00006231,U003402,S003935_07,2026-03-15 18:21:00,Quiz Generation,none,navi-mini,585,865,3397,success,1,0,5.0
I00006577,U003523,S004178_02,2026-03-15 18:21:00,General Q&A,web_search,navi-mini,344,362,2957,timeout,0,1,
I00002358,U002621,S001404_06,2026-03-15 18:23:00,General Q&A,web_search,navi-mini,975,415,4125,success,1,0,4.0
I00006831,U001866,S004379_03,2026-03-15 18:44:00,Flashcards,none,navi-mini,268,556,2251,success,1,0,4.0
I00006523,U001228,S004134_03,2026-03-15 18:51:00,General Q&A,web_search,navi-mini,272,423,2425,success,1,0,
I00006247,U000838,S003940_03,2026-03-15 19:10:00,Quiz Generation,none,navi-mini,182,242,1448,success,1,0,5.0
I00004768,U003924,S002989_05,2026-03-15 19:18:00,Study Plan,calendar_planner,navi-mini,420,449,2654,success,1,0,
I00002633,U003841,S001594_16,2026-03-15 19:26:00,Study Plan,calendar_planner,navi-mini,263,145,1716,success,0,0,
I00006544,U000747,S004159_07,2026-03-15 19:50:00,Homework Help,none,navi-mini,366,433,2224,success,1,0,
I00007072,U001689,S004533_01,2026-03-15 20:02:00,Summarization,document_reader,navi-mini,293,443,2400,success,1,0,
I00003217,U000883,S001955_06,2026-03-15 20:14:00,Homework Help,calculator,navi-pro,255,537,3847,success,0,0,3.0
I00005845,U003720,S003687_05,2026-03-15 20:33:00,Homework Help,calculator,navi-mini,223,503,3620,success,1,0,
I00005720,U002425,S003604_06,2026-03-15 21:01:00,Homework Help,none,navi-pro,313,220,1782,success,1,0,
I00005732,U001032,S003611_05,2026-03-15 21:11:00,Homework Help,calculator,navi-mini,618,240,3204,success,1,0,5.0
I00006855,U001469,S004401_05,2026-03-15 21:26:00,Homework Help,none,navi-mini,441,538,2358,success,1,0,5.0
I00005957,U001154,S003755_05,2026-03-15 21:29:00,Summarization,none,navi-pro,500,206,2490,success,0,0,
I00006768,U003906,S004337_07,2026-03-15 21:31:00,Study Plan,calendar_planner,navi-pro,206,273,3390,success,1,0,
I00007257,U000058,S004630_01,2026-03-15 21:37:00,General Q&A,web_search,navi-pro,437,510,4225,timeout,0,1,
I00005655,U003195,S003571_05,2026-03-15 21:43:00,Flashcards,flashcard_maker,navi-mini,299,327,3371,success,0,0,5.0
I00006000,U004143,S003793_05,2026-03-15 21:43:00,General Q&A,none,navi-mini,96,298,1387,timeout,0,1,
I00006545,U000747,S004159_08,2026-03-15 21:47:00,General Q&A,none,navi-mini,268,413,1830,success,1,0,3.0
I00004880,U001959,S003064_06,2026-03-15 21:52:00,Quiz Generation,quiz_generator,navi-mini,459,225,2615,success,1,0,5.0
I00005360,U003420,S003387_03,2026-03-15 22:07:00,Study Plan,none,navi-pro,416,834,4199,success,0,0,3.0
I00005335,U002923,S003369_02,2026-03-15 22:18:00,Quiz Generation,none,navi-mini,382,439,2042,success,1,0,
I00005088,U002917,S003204_12,2026-03-15 22:19:00,Study Plan,none,navi-mini,293,1019,3727,success,0,0,5.0
I00002245,U000962,S001350_05,2026-03-15 22:24:00,Flashcards,flashcard_maker,navi-mini,408,1779,8322,success,1,0,
I00006113,U001134,S003876_04,2026-03-15 22:46:00,Quiz Generation,quiz_generator,navi-mini,191,241,2145,success,1,0,5.0
I00006409,U004797,S004065_08,2026-03-15 22:53:00,Summarization,none,navi-pro,748,537,3824,success,1,0,
I00006399,U002278,S004057_02,2026-03-15 22:57:00,Homework Help,calculator,navi-mini,216,646,3796,success,1,0,3.0
I00006629,U002169,S004227_03,2026-03-15 22:59:00,Quiz Generation,none,navi-mini,289,466,2145,success,1,0,
I00005880,U002874,S003706_05,2026-03-16 07:10:00,General Q&A,none,navi-mini,275,1573,4924,success,0,1,
I00005763,U003966,S003634_06,2026-03-16 07:42:00,Summarization,document_reader,navi-mini,228,1755,6783,success,1,0,
I00007080,U000460,S004537_03,2026-03-16 07:55:00,Summarization,none,navi-mini,172,491,1947,success,1,0,5.0
I00007374,U001805,S004710_01,2026-03-16 07:57:00,General Q&A,web_search,navi-mini,171,266,2496,success,1,0,
I00006917,U004085,S004435_07,2026-03-16 08:01:00,Summarization,none,navi-mini,242,345,2082,success,1,0,
I00004684,U000810,S002935_13,2026-03-16 08:10:00,General Q&A,web_search,navi-mini,174,343,2032,success,0,0,
I00006076,U002752,S003846_03,2026-03-16 08:11:00,Summarization,none,navi-mini,208,609,2603,success,1,0,
I00006890,U004653,S004417_03,2026-03-16 08:22:00,General Q&A,none,navi-pro,537,836,4354,success,1,0,
I00007460,U003996,S004769_01,2026-03-16 08:28:00,Summarization,document_reader,navi-pro,214,558,4170,success,1,0,3.0
I00002729,U000929,S001655_07,2026-03-16 08:50:00,Summarization,document_reader,navi-mini,252,407,2620,success,1,0,
I00005227,U004467,S003302_04,2026-03-16 08:52:00,Summarization,document_reader,navi-mini,175,93,1268,success,0,0,4.0
I00003128,U004670,S001904_07,2026-03-16 08:58:00,Flashcards,none,navi-mini,610,685,4025,success,0,0,
I00007084,U001951,S004545_01,2026-03-16 09:00:00,Homework Help,none,navi-mini,174,275,1500,success,1,0,
I00003079,U001494,S001885_04,2026-03-16 09:18:00,Homework Help,calculator,navi-mini,280,466,4351,success,1,0,3.0
I00007215,U003711,S004608_02,2026-03-16 09:18:00,Summarization,document_reader,navi-pro,340,473,3452,success,1,0,
I00007231,U000872,S004612_02,2026-03-16 09:18:00,Homework Help,calculator,navi-mini,148,469,2920,success,1,0,
I00006591,U000173,S004191_02,2026-03-16 09:25:00,General Q&A,web_search,navi-pro,220,786,5694,success,1,0,
I00006808,U002531,S004358_02,2026-03-16 09:32:00,Flashcards,none,navi-pro,494,308,2232,success,1,0,
I00006856,U001469,S004401_06,2026-03-16 09:33:00,Summarization,none,navi-mini,247,474,1994,success,1,0,4.0
I00004570,U004674,S002835_05,2026-03-16 09:57:00,Summarization,none,navi-mini,435,540,3055,success,0,0,
I00004627,U004429,S002885_08,2026-03-16 10:03:00,Summarization,document_reader,navi-pro,184,746,5920,success,1,0,3.0
I00006501,U003571,S004115_02,2026-03-16 10:15:00,Study Plan,calendar_planner,navi-pro,476,672,4782,success,1,0,3.0
I00005259,U001285,S003315_02,2026-03-16 10:19:00,Homework Help,calculator,navi-mini,539,838,4722,success,1,0,
I00006570,U004574,S004173_03,2026-03-16 10:26:00,Flashcards,none,navi-mini,191,528,2490,success,1,0,
I00006638,U000906,S004250_03,2026-03-16 10:49:00,Homework Help,none,navi-mini,511,178,1746,success,1,0,3.0
I00006173,U003990,S003914_03,2026-03-16 10:50:00,Study Plan,none,navi-mini,177,446,2073,success,1,0,
I00007150,U003318,S004584_03,2026-03-16 11:07:00,Study Plan,none,navi-mini,316,927,3275,success,0,0,
I00007354,U004545,S004693_01,2026-03-16 11:07:00,Homework Help,calculator,navi-mini,210,550,2750,success,0,0,
I00007174,U000140,S004599_01,2026-03-16 11:11:00,Flashcards,none,navi-mini,289,553,2564,success,1,0,4.0
I00007113,U003019,S004566_02,2026-03-16 11:24:00,Quiz Generation,none,navi-mini,227,512,1993,success,1,0,
I00006503,U003571,S004115_04,2026-03-16 11:47:00,Flashcards,flashcard_maker,navi-mini,124,1067,5070,success,0,0,4.0
I00007358,U000992,S004699_01,2026-03-16 12:02:00,Flashcards,none,navi-mini,383,350,1899,success,1,0,
I00005104,U001536,S003210_07,2026-03-16 12:22:00,Homework Help,none,navi-pro,299,273,2374,success,1,0,
I00005497,U004019,S003465_07,2026-03-16 12:24:00,Quiz Generation,quiz_generator,navi-mini,171,727,5240,error,0,1,
I00004940,U003436,S003116_08,2026-03-16 12:26:00,Quiz Generation,none,navi-pro,525,763,4293,success,0,0,4.0
I00006904,U000156,S004431_04,2026-03-16 12:33:00,Flashcards,none,navi-pro,863,228,3214,success,1,0,4.0
I00006057,U001452,S003829_05,2026-03-16 12:50:00,Flashcards,none,navi-mini,296,1088,3764,success,1,0,4.0
I00006664,U004061,S004265_05,2026-03-16 13:13:00,General Q&A,none,navi-mini,196,349,1993,success,0,1,3.0
I00007216,U003711,S004608_03,2026-03-16 13:21:00,General Q&A,web_search,navi-mini,161,840,3841,success,0,1,3.0
I00004481,U003152,S002805_10,2026-03-16 13:22:00,Homework Help,calculator,navi-mini,139,446,3484,success,1,0,5.0
I00004771,U001099,S002994_10,2026-03-16 13:32:00,Quiz Generation,none,navi-mini,326,227,1960,success,0,0,4.0
I00007090,U001627,S004549_04,2026-03-16 13:32:00,Homework Help,calculator,navi-mini,977,393,5774,success,1,0,
I00007452,U004459,S004764_01,2026-03-16 13:34:00,Summarization,document_reader,navi-mini,198,662,3814,success,0,0,
I00006110,U003396,S003867_03,2026-03-16 13:37:00,Homework Help,none,navi-pro,244,1190,5110,success,0,0,
I00006258,U002453,S003944_04,2026-03-16 13:55:00,Homework Help,none,navi-mini,118,281,1534,success,1,0,4.0
I00005884,U000393,S003711_07,2026-03-16 14:01:00,Quiz Generation,quiz_generator,navi-mini,246,787,4293,success,1,0,
I00006502,U003571,S004115_03,2026-03-16 14:14:00,Homework Help,none,navi-mini,197,274,1488,timeout,0,1,
I00002046,U000282,S001224_13,2026-03-16 14:30:00,Homework Help,none,navi-mini,527,1075,3910,success,0,0,
I00007127,U000796,S004576_02,2026-03-16 14:33:00,Homework Help,none,navi-mini,375,500,2873,success,1,0,4.0
I00003459,U004939,S002116_13,2026-03-16 14:36:00,Quiz Generation,quiz_generator,navi-mini,386,410,3860,success,0,0,
I00006743,U004225,S004311_05,2026-03-16 14:39:00,Homework Help,none,navi-mini,95,375,1376,success,1,0,5.0
I00006633,U001223,S004240_04,2026-03-16 14:41:00,Quiz Generation,quiz_generator,navi-mini,360,576,3316,success,1,0,
I00007495,U000014,S004781_01,2026-03-16 14:48:00,Summarization,none,navi-mini,259,347,1768,success,1,0,5.0
I00006816,U001546,S004361_05,2026-03-16 14:51:00,Homework Help,none,navi-mini,295,861,3975,success,1,0,
I00006602,U003222,S004195_05,2026-03-16 14:54:00,Summarization,none,navi-mini,222,334,2046,success,1,0,
I00002747,U004445,S001663_15,2026-03-16 14:58:00,Summarization,document_reader,navi-mini,107,162,1298,success,1,0,
I00005949,U000937,S003753_03,2026-03-16 15:02:00,Homework Help,none,navi-mini,173,698,3261,success,0,0,
I00007003,U000935,S004481_02,2026-03-16 15:08:00,Study Plan,calendar_planner,navi-mini,137,428,2671,success,1,0,4.0
I00007175,U000140,S004599_02,2026-03-16 15:23:00,Summarization,none,navi-mini,438,420,2344,success,1,0,
I00005798,U002157,S003649_01,2026-03-16 15:39:00,Homework Help,calculator,navi-mini,423,613,3406,success,1,0,
I00006744,U004225,S004311_06,2026-03-16 15:43:00,Homework Help,calculator,navi-mini,141,1122,5967,success,1,0,
I00003823,U001796,S002351_07,2026-03-16 15:52:00,Homework Help,calculator,navi-pro,340,402,4327,success,1,0,4.0
I00005710,U000663,S003595_07,2026-03-16 15:52:00,Homework Help,none,navi-mini,131,193,1122,success,1,0,5.0
I00003257,U004443,S001977_11,2026-03-16 15:57:00,Flashcards,flashcard_maker,navi-mini,695,218,2770,success,1,0,
I00005507,U000345,S003471_09,2026-03-16 16:14:00,General Q&A,web_search,navi-mini,622,350,2922,success,1,0,5.0
I00005145,U000947,S003249_08,2026-03-16 16:32:00,Quiz Generation,quiz_generator,navi-mini,243,368,2730,success,1,0,
I00004298,U004812,S002697_03,2026-03-16 16:40:00,Study Plan,none,navi-mini,270,195,1127,timeout,0,1,
I00000040,U000856,S000025_08,2026-03-16 16:55:00,Summarization,none,navi-mini,529,387,2031,success,1,0,4.0
I00006346,U001985,S004013_05,2026-03-16 17:16:00,Summarization,none,navi-mini,123,946,3060,success,1,0,4.0
I00002664,U003788,S001606_08,2026-03-16 17:19:00,Homework Help,calculator,navi-mini,246,441,2938,success,1,0,
I00007081,U000460,S004537_04,2026-03-16 17:19:00,General Q&A,none,navi-mini,521,551,2804,success,1,0,4.0
I00006345,U001985,S004013_04,2026-03-16 17:33:00,Homework Help,calculator,navi-mini,440,457,3492,success,1,0,4.0
I00004906,U004735,S003098_07,2026-03-16 17:49:00,Summarization,document_reader,navi-mini,257,478,4409,success,1,0,3.0
I00007042,U000110,S004514_01,2026-03-16 18:05:00,Homework Help,none,navi-pro,279,251,2184,success,1,0,
I00006590,U000173,S004191_01,2026-03-16 18:28:00,General Q&A,web_search,navi-mini,366,298,3378,success,1,0,
I00007087,U003336,S004547_03,2026-03-16 18:37:00,Homework Help,none,navi-mini,233,587,2278,success,1,0,
I00004991,U002512,S003157_11,2026-03-16 18:48:00,Homework Help,calculator,navi-pro,214,653,4953,success,1,0,
I00006663,U004061,S004265_04,2026-03-16 18:48:00,Study Plan,none,navi-mini,284,307,2175,success,1,0,5.0
I00006870,U004940,S004412_03,2026-03-16 18:50:00,Summarization,none,navi-mini,590,569,3010,success,0,0,
I00006268,U001004,S003952_03,2026-03-16 19:12:00,Flashcards,none,navi-mini,355,237,1645,success,1,0,
I00006451,U000815,S004085_04,2026-03-16 19:13:00,Summarization,document_reader,navi-mini,313,290,2441,success,0,1,
I00007209,U000386,S004607_04,2026-03-16 19:14:00,Quiz Generation,quiz_generator,navi-pro,455,642,5363,success,1,0,4.0
I00005755,U002870,S003626_05,2026-03-16 19:35:00,Study Plan,calendar_planner,navi-mini,541,405,3397,success,1,0,
I00006077,U002752,S003846_04,2026-03-16 19:38:00,Study Plan,calendar_planner,navi-pro,330,385,4045,success,1,0,
I00006937,U000211,S004445_02,2026-03-16 19:39:00,General Q&A,web_search,navi-mini,278,405,3274,success,1,0,4.0
I00005656,U003195,S003571_06,2026-03-16 19:42:00,Study Plan,calendar_planner,navi-mini,253,527,4520,success,1,0,3.0
I00005852,U004363,S003691_07,2026-03-16 19:43:00,Quiz Generation,quiz_generator,navi-mini,167,962,5399,success,1,0,3.0
I00003812,U003234,S002342_10,2026-03-16 19:46:00,Summarization,none,navi-mini,313,528,2391,success,0,0,5.0
I00004247,U004102,S002660_07,2026-03-16 19:56:00,Homework Help,calculator,navi-mini,593,782,4979,success,1,0,
I00007468,U004925,S004772_01,2026-03-16 20:50:00,General Q&A,none,navi-pro,500,491,3394,success,1,0,
I00005281,U003597,S003323_05,2026-03-16 21:18:00,Quiz Generation,quiz_generator,navi-mini,106,1157,6182,success,1,0,
I00006308,U002392,S003994_03,2026-03-16 21:23:00,Quiz Generation,none,navi-mini,55,574,2197,success,1,0,5.0
I00004858,U002268,S003051_09,2026-03-16 21:26:00,Summarization,none,navi-mini,477,677,3215,success,0,0,
I00005832,U002548,S003685_05,2026-03-16 21:34:00,General Q&A,none,navi-mini,431,379,2189,success,1,0,5.0
I00003895,U002421,S002398_07,2026-03-16 21:36:00,Flashcards,flashcard_maker,navi-mini,188,361,2084,success,1,0,5.0
I00006832,U001866,S004379_04,2026-03-16 21:36:00,Homework Help,calculator,navi-mini,616,564,4620,success,1,0,4.0
I00006475,U003890,S004097_04,2026-03-16 21:37:00,Summarization,document_reader,navi-mini,123,238,2330,success,1,0,3.0
I00007006,U001361,S004486_04,2026-03-16 21:47:00,General Q&A,none,navi-mini,495,492,2508,success,1,0,
I00007331,U001155,S004680_03,2026-03-16 21:48:00,Quiz Generation,quiz_generator,navi-pro,123,683,4636,success,1,0,
I00006431,U001074,S004081_05,2026-03-16 21:49:00,Summarization,document_reader,navi-mini,290,379,2362,success,1,0,3.0
I00005248,U004652,S003311_05,2026-03-16 21:57:00,Study Plan,calendar_planner,navi-mini,481,1081,4698,success,1,0,4.0
I00006138,U000641,S003894_05,2026-03-16 22:06:00,Flashcards,none,navi-pro,252,330,2355,success,1,0,
I00007250,U003509,S004625_01,2026-03-16 22:11:00,Flashcards,flashcard_maker,navi-mini,419,656,4612,success,0,0,
I00006769,U003906,S004337_08,2026-03-16 22:28:00,Flashcards,none,navi-mini,246,544,2332,success,0,0,
I00006983,U001047,S004469_04,2026-03-16 22:28:00,Homework Help,calculator,navi-pro,358,317,3637,success,1,0,5.0
I00007294,U001784,S004658_02,2026-03-16 22:45:00,Study Plan,calendar_planner,navi-mini,214,262,1611,success,1,0,
I00006571,U004574,S004173_04,2026-03-17 07:10:00,Homework Help,calculator,navi-mini,284,959,5653,success,0,0,
I00004994,U004076,S003162_04,2026-03-17 07:14:00,Homework Help,calculator,navi-mini,93,618,4181,success,0,0,
I00006100,U002327,S003865_09,2026-03-17 07:14:00,Study Plan,calendar_planner,navi-mini,567,673,5408,success,1,0,4.0
I00004178,U002834,S002615_10,2026-03-17 07:35:00,Homework Help,calculator,navi-mini,404,868,4967,success,0,0,4.0
I00004795,U000705,S003013_10,2026-03-17 07:42:00,Quiz Generation,quiz_generator,navi-pro,189,689,5404,success,0,0,
I00005228,U004467,S003302_05,2026-03-17 07:58:00,Quiz Generation,none,navi-mini,232,597,2425,success,0,1,5.0
I00006702,U002924,S004288_05,2026-03-17 08:06:00,Quiz Generation,none,navi-mini,678,1719,5613,success,1,0,3.0
I00005460,U003826,S003443_03,2026-03-17 08:07:00,Study Plan,,navi-mini,154,721,3365,success,1,0,3.0
I00005447,U002576,S003438_07,2026-03-17 08:16:00,Flashcards,none,navi-mini,392,381,2461,success,1,0,4.0
I00007291,U000191,S004657_01,2026-03-17 08:17:00,Summarization,document_reader,navi-mini,186,386,2749,success,0,0,3.0
I00007218,U003711,S004608_05,2026-03-17 08:25:00,Study Plan,calendar_planner,navi-pro,439,550,5068,success,1,0,
I00006803,U000515,S004355_01,2026-03-17 08:32:00,Study Plan,none,navi-mini,335,458,2267,success,1,0,5.0
I00007519,U000034,S004796_01,2026-03-17 08:33:00,Homework Help,none,navi-mini,184,829,2832,success,1,0,
I00007176,U000140,S004599_03,2026-03-17 08:37:00,Quiz Generation,none,navi-mini,280,237,1420,success,0,0,
I00006397,U001185,S004056_09,2026-03-17 08:40:00,General Q&A,none,navi-mini,307,524,2379,timeout,0,1,
I00006661,U004506,S004258_01,2026-03-17 08:42:00,Homework Help,none,navi-mini,324,681,2943,success,0,0,4.0
I00007332,U001155,S004680_04,2026-03-17 08:44:00,Summarization,document_reader,navi-mini,162,707,3386,success,1,0,
I00004054,U004635,S002508_08,2026-03-17 08:52:00,Study Plan,none,navi-mini,395,195,1618,timeout,0,1,
I00004613,U002070,S002870_06,2026-03-17 09:08:00,Homework Help,none,navi-mini,357,404,2405,success,1,0,5.0
I00005110,U002568,S003216_10,2026-03-17 09:15:00,Quiz Generation,quiz_generator,navi-mini,264,272,2407,success,1,0,
I00007197,U004598,S004604_01,2026-03-17 09:17:00,Quiz Generation,quiz_generator,navi-mini,173,197,1815,timeout,0,1,
I00003350,U004772,S002043_06,2026-03-17 09:32:00,Summarization,document_reader,navi-mini,116,957,4854,success,1,0,5.0
I00006781,U002363,S004344_02,2026-03-17 10:20:00,Quiz Generation,quiz_generator,navi-mini,144,501,2776,success,0,0,
I00007154,U000260,S004588_03,2026-03-17 10:30:00,Homework Help,none,navi-mini,242,356,2004,success,1,0,
I00005057,U004024,S003197_11,2026-03-17 10:47:00,Flashcards,none,navi-mini,283,869,3363,success,0,0,
